flowerData,beeData,lifespanData,eggsData,visitedFlowers,bee_types,beeDataHistory,fbRatio
,,26.0,1,330,1,4,
,,26.0,1,299,1,4,
,,26.0,0,197,0,4,
,,26.0,1,353,1,4,
,,26.0,0,186,0,4,
,,27.0,1,328,1,4,
,,27.0,1,354,1,4,
,,33.0,1,262,0,4,
,,34.0,1,297,0,4,
,,38.0,1,306,0,4,
,,40.0,1,284,0,4,
,,40.0,1,317,0,4,
,,40.0,1,293,0,4,
,,41.0,1,347,0,4,
,,43.0,1,346,0,4,
,,44.0,1,308,0,4,
,,45.0,2,354,0,4,
,,54.0,2,329,0,4,
,,56.0,2,361,0,4,
,,59.0,2,323,0,4,
,,60.0,2,354,0,4,
,,60.0,1,346,0,4,
,,60.0,2,329,0,4,
,,65.0,2,383,0,4,
,,90.0,1,346,0,4,
